中曆紀日	西曆紀日	正朔組	舊年號	新年號
1062-12C-16	0843-01-19	正朔一	会昌三年	会昌二年
1062-12C-17	0843-01-20	正朔一	会昌三年	会昌二年
1062-12C-18	0843-01-21	正朔一	会昌三年	会昌二年
1062-12C-19	0843-01-22	正朔一	会昌三年	会昌二年
1062-12C-20	0843-01-23	正朔一	会昌三年	会昌二年
1062-12C-21	0843-01-24	正朔一	会昌三年	会昌二年
1062-12C-22	0843-01-25	正朔一	会昌三年	会昌二年
1062-12C-23	0843-01-26	正朔一	会昌三年	会昌二年
1062-12C-24	0843-01-27	正朔一	会昌三年	会昌二年
1062-12C-25	0843-01-28	正朔一	会昌三年	会昌二年
1062-12C-26	0843-01-29	正朔一	会昌三年	会昌二年
1062-12C-27	0843-01-30	正朔一	会昌三年	会昌二年
1062-12C-28	0843-01-31	正朔一	会昌三年	会昌二年
1062-12C-29	0843-02-01	正朔一	会昌三年	会昌二年
1062-12C-30	0843-02-02	正朔一	会昌三年	会昌二年
1063-12C-08	0844-01-01	正朔一	会昌四年	会昌三年
1063-12C-09	0844-01-02	正朔一	会昌四年	会昌三年
1063-12C-10	0844-01-03	正朔一	会昌四年	会昌三年
1063-12C-11	0844-01-04	正朔一	会昌四年	会昌三年
1063-12C-12	0844-01-05	正朔一	会昌四年	会昌三年
1063-12C-13	0844-01-06	正朔一	会昌四年	会昌三年
1063-12C-14	0844-01-07	正朔一	会昌四年	会昌三年
1063-12C-15	0844-01-08	正朔一	会昌四年	会昌三年
1063-12C-16	0844-01-09	正朔一	会昌四年	会昌三年
1063-12C-17	0844-01-10	正朔一	会昌四年	会昌三年
1063-12C-18	0844-01-11	正朔一	会昌四年	会昌三年
1063-12C-19	0844-01-12	正朔一	会昌四年	会昌三年
1063-12C-20	0844-01-13	正朔一	会昌四年	会昌三年
1063-12C-21	0844-01-14	正朔一	会昌四年	会昌三年
1063-12C-22	0844-01-15	正朔一	会昌四年	会昌三年
1063-12C-23	0844-01-16	正朔一	会昌四年	会昌三年
1063-12C-24	0844-01-17	正朔一	会昌四年	会昌三年
1063-12C-25	0844-01-18	正朔一	会昌四年	会昌三年
1063-12C-26	0844-01-19	正朔一	会昌四年	会昌三年
1063-12C-27	0844-01-20	正朔一	会昌四年	会昌三年
1063-12C-28	0844-01-21	正朔一	会昌四年	会昌三年
1063-12C-29	0844-01-22	正朔一	会昌四年	会昌三年
1063-12C-30	0844-01-23	正朔一	会昌四年	会昌三年
1064-11C-20	0845-01-01	正朔一	会昌五年	会昌四年
1064-11C-21	0845-01-02	正朔一	会昌五年	会昌四年
1064-11C-22	0845-01-03	正朔一	会昌五年	会昌四年
1064-11C-23	0845-01-04	正朔一	会昌五年	会昌四年
1064-11C-24	0845-01-05	正朔一	会昌五年	会昌四年
1064-11C-25	0845-01-06	正朔一	会昌五年	会昌四年
1064-11C-26	0845-01-07	正朔一	会昌五年	会昌四年
1064-11C-27	0845-01-08	正朔一	会昌五年	会昌四年
1064-11C-28	0845-01-09	正朔一	会昌五年	会昌四年
1064-11C-29	0845-01-10	正朔一	会昌五年	会昌四年
1064-11C-30	0845-01-11	正朔一	会昌五年	会昌四年
1064-12C-01	0845-01-12	正朔一	会昌五年	会昌四年
1064-12C-02	0845-01-13	正朔一	会昌五年	会昌四年
1064-12C-03	0845-01-14	正朔一	会昌五年	会昌四年
1064-12C-04	0845-01-15	正朔一	会昌五年	会昌四年
1064-12C-05	0845-01-16	正朔一	会昌五年	会昌四年
1064-12C-06	0845-01-17	正朔一	会昌五年	会昌四年
1064-12C-07	0845-01-18	正朔一	会昌五年	会昌四年
1064-12C-08	0845-01-19	正朔一	会昌五年	会昌四年
1064-12C-09	0845-01-20	正朔一	会昌五年	会昌四年
1064-12C-10	0845-01-21	正朔一	会昌五年	会昌四年
1064-12C-11	0845-01-22	正朔一	会昌五年	会昌四年
1064-12C-12	0845-01-23	正朔一	会昌五年	会昌四年
1064-12C-13	0845-01-24	正朔一	会昌五年	会昌四年
1064-12C-14	0845-01-25	正朔一	会昌五年	会昌四年
1064-12C-15	0845-01-26	正朔一	会昌五年	会昌四年
1064-12C-16	0845-01-27	正朔一	会昌五年	会昌四年
1064-12C-17	0845-01-28	正朔一	会昌五年	会昌四年
1064-12C-18	0845-01-29	正朔一	会昌五年	会昌四年
1064-12C-19	0845-01-30	正朔一	会昌五年	会昌四年
1064-12C-20	0845-01-31	正朔一	会昌五年	会昌四年
1064-12C-21	0845-02-01	正朔一	会昌五年	会昌四年
1064-12C-22	0845-02-02	正朔一	会昌五年	会昌四年
1064-12C-23	0845-02-03	正朔一	会昌五年	会昌四年
1064-12C-24	0845-02-04	正朔一	会昌五年	会昌四年
1064-12C-25	0845-02-05	正朔一	会昌五年	会昌四年
1064-12C-26	0845-02-06	正朔一	会昌五年	会昌四年
1064-12C-27	0845-02-07	正朔一	会昌五年	会昌四年
1064-12C-28	0845-02-08	正朔一	会昌五年	会昌四年
1064-12C-29	0845-02-09	正朔一	会昌五年	会昌四年
1064-12C-30	0845-02-10	正朔一	会昌五年	会昌四年
1065-11C-30	0846-01-01	正朔一	会昌六年	会昌五年
1065-12C-01	0846-01-02	正朔一	会昌六年	会昌五年
1065-12C-02	0846-01-03	正朔一	会昌六年	会昌五年
1065-12C-03	0846-01-04	正朔一	会昌六年	会昌五年
1065-12C-04	0846-01-05	正朔一	会昌六年	会昌五年
1065-12C-05	0846-01-06	正朔一	会昌六年	会昌五年
1065-12C-06	0846-01-07	正朔一	会昌六年	会昌五年
1065-12C-07	0846-01-08	正朔一	会昌六年	会昌五年
1065-12C-08	0846-01-09	正朔一	会昌六年	会昌五年
1065-12C-09	0846-01-10	正朔一	会昌六年	会昌五年
1065-12C-10	0846-01-11	正朔一	会昌六年	会昌五年
1065-12C-11	0846-01-12	正朔一	会昌六年	会昌五年
1065-12C-12	0846-01-13	正朔一	会昌六年	会昌五年
1065-12C-13	0846-01-14	正朔一	会昌六年	会昌五年
1065-12C-14	0846-01-15	正朔一	会昌六年	会昌五年
1065-12C-15	0846-01-16	正朔一	会昌六年	会昌五年
1065-12C-16	0846-01-17	正朔一	会昌六年	会昌五年
1065-12C-17	0846-01-18	正朔一	会昌六年	会昌五年
1065-12C-18	0846-01-19	正朔一	会昌六年	会昌五年
1065-12C-19	0846-01-20	正朔一	会昌六年	会昌五年
1065-12C-20	0846-01-21	正朔一	会昌六年	会昌五年
1065-12C-21	0846-01-22	正朔一	会昌六年	会昌五年
1065-12C-22	0846-01-23	正朔一	会昌六年	会昌五年
1065-12C-23	0846-01-24	正朔一	会昌六年	会昌五年
1065-12C-24	0846-01-25	正朔一	会昌六年	会昌五年
1065-12C-25	0846-01-26	正朔一	会昌六年	会昌五年
1065-12C-26	0846-01-27	正朔一	会昌六年	会昌五年
1065-12C-27	0846-01-28	正朔一	会昌六年	会昌五年
1065-12C-28	0846-01-29	正朔一	会昌六年	会昌五年
1065-12C-29	0846-01-30	正朔一	会昌六年	会昌五年
1066-12C-11	0847-01-01	正朔一	会昌七年	会昌六年
1066-12C-12	0847-01-02	正朔一	会昌七年	会昌六年
1066-12C-13	0847-01-03	正朔一	会昌七年	会昌六年
1066-12C-14	0847-01-04	正朔一	会昌七年	会昌六年
1066-12C-15	0847-01-05	正朔一	会昌七年	会昌六年
1066-12C-16	0847-01-06	正朔一	会昌七年	会昌六年
1066-12C-17	0847-01-07	正朔一	会昌七年	会昌六年
1066-12C-18	0847-01-08	正朔一	会昌七年	会昌六年
1066-12C-19	0847-01-09	正朔一	会昌七年	会昌六年
1066-12C-20	0847-01-10	正朔一	会昌七年	会昌六年
1066-12C-21	0847-01-11	正朔一	会昌七年	会昌六年
1066-12C-22	0847-01-12	正朔一	会昌七年	会昌六年
1066-12C-23	0847-01-13	正朔一	会昌七年	会昌六年
1066-12C-24	0847-01-14	正朔一	会昌七年	会昌六年
1066-12C-25	0847-01-15	正朔一	会昌七年	会昌六年
1066-12C-26	0847-01-16	正朔一	会昌七年	会昌六年
1066-12C-27	0847-01-17	正朔一	会昌七年	会昌六年
1066-12C-28	0847-01-18	正朔一	会昌七年	会昌六年
1066-12C-29	0847-01-19	正朔一	会昌七年	会昌六年
1066-12C-30	0847-01-20	正朔一	会昌七年	会昌六年
1067-11C-21	0848-01-01	正朔一	大中二年	大中元年
1067-11C-22	0848-01-02	正朔一	大中二年	大中元年
1067-11C-23	0848-01-03	正朔一	大中二年	大中元年
1067-11C-24	0848-01-04	正朔一	大中二年	大中元年
1067-11C-25	0848-01-05	正朔一	大中二年	大中元年
1067-11C-26	0848-01-06	正朔一	大中二年	大中元年
1067-11C-27	0848-01-07	正朔一	大中二年	大中元年
1067-11C-28	0848-01-08	正朔一	大中二年	大中元年
1067-11C-29	0848-01-09	正朔一	大中二年	大中元年
1067-12C-01	0848-01-10	正朔一	大中二年	大中元年
1067-12C-02	0848-01-11	正朔一	大中二年	大中元年
1067-12C-03	0848-01-12	正朔一	大中二年	大中元年
1067-12C-04	0848-01-13	正朔一	大中二年	大中元年
1067-12C-05	0848-01-14	正朔一	大中二年	大中元年
1067-12C-06	0848-01-15	正朔一	大中二年	大中元年
1067-12C-07	0848-01-16	正朔一	大中二年	大中元年
1067-12C-08	0848-01-17	正朔一	大中二年	大中元年
1067-12C-09	0848-01-18	正朔一	大中二年	大中元年
1067-12C-10	0848-01-19	正朔一	大中二年	大中元年
1067-12C-11	0848-01-20	正朔一	大中二年	大中元年
1067-12C-12	0848-01-21	正朔一	大中二年	大中元年
1067-12C-13	0848-01-22	正朔一	大中二年	大中元年
1067-12C-14	0848-01-23	正朔一	大中二年	大中元年
1067-12C-15	0848-01-24	正朔一	大中二年	大中元年
1067-12C-16	0848-01-25	正朔一	大中二年	大中元年
1067-12C-17	0848-01-26	正朔一	大中二年	大中元年
1067-12C-18	0848-01-27	正朔一	大中二年	大中元年
1067-12C-19	0848-01-28	正朔一	大中二年	大中元年
1067-12C-20	0848-01-29	正朔一	大中二年	大中元年
1067-12C-21	0848-01-30	正朔一	大中二年	大中元年
1067-12C-22	0848-01-31	正朔一	大中二年	大中元年
1067-12C-23	0848-02-01	正朔一	大中二年	大中元年
1067-12C-24	0848-02-02	正朔一	大中二年	大中元年
1067-12C-25	0848-02-03	正朔一	大中二年	大中元年
1067-12C-26	0848-02-04	正朔一	大中二年	大中元年
1067-12C-27	0848-02-05	正朔一	大中二年	大中元年
1067-12C-28	0848-02-06	正朔一	大中二年	大中元年
1067-12C-29	0848-02-07	正朔一	大中二年	大中元年
1067-12C-30	0848-02-08	正朔一	大中二年	大中元年
1068-12C-03	0849-01-01	正朔一	大中三年	大中二年
1068-12C-04	0849-01-02	正朔一	大中三年	大中二年
1068-12C-05	0849-01-03	正朔一	大中三年	大中二年
1068-12C-06	0849-01-04	正朔一	大中三年	大中二年
1068-12C-07	0849-01-05	正朔一	大中三年	大中二年
1068-12C-08	0849-01-06	正朔一	大中三年	大中二年
1068-12C-09	0849-01-07	正朔一	大中三年	大中二年
1068-12C-10	0849-01-08	正朔一	大中三年	大中二年
1068-12C-11	0849-01-09	正朔一	大中三年	大中二年
1068-12C-12	0849-01-10	正朔一	大中三年	大中二年
1068-12C-13	0849-01-11	正朔一	大中三年	大中二年
1068-12C-14	0849-01-12	正朔一	大中三年	大中二年
1068-12C-15	0849-01-13	正朔一	大中三年	大中二年
1068-12C-16	0849-01-14	正朔一	大中三年	大中二年
1068-12C-17	0849-01-15	正朔一	大中三年	大中二年
1068-12C-18	0849-01-16	正朔一	大中三年	大中二年
1068-12C-19	0849-01-17	正朔一	大中三年	大中二年
1068-12C-20	0849-01-18	正朔一	大中三年	大中二年
1068-12C-21	0849-01-19	正朔一	大中三年	大中二年
1068-12C-22	0849-01-20	正朔一	大中三年	大中二年
1068-12C-23	0849-01-21	正朔一	大中三年	大中二年
1068-12C-24	0849-01-22	正朔一	大中三年	大中二年
1068-12C-25	0849-01-23	正朔一	大中三年	大中二年
1068-12C-26	0849-01-24	正朔一	大中三年	大中二年
1068-12C-27	0849-01-25	正朔一	大中三年	大中二年
1068-12C-28	0849-01-26	正朔一	大中三年	大中二年
1068-12C-29	0849-01-27	正朔一	大中三年	大中二年
1069-11L-14	0850-01-01	正朔一	大中四年	大中三年
1069-11L-15	0850-01-02	正朔一	大中四年	大中三年
1069-11L-16	0850-01-03	正朔一	大中四年	大中三年
1069-11L-17	0850-01-04	正朔一	大中四年	大中三年
1069-11L-18	0850-01-05	正朔一	大中四年	大中三年
1069-11L-19	0850-01-06	正朔一	大中四年	大中三年
1069-11L-20	0850-01-07	正朔一	大中四年	大中三年
1069-11L-21	0850-01-08	正朔一	大中四年	大中三年
1069-11L-22	0850-01-09	正朔一	大中四年	大中三年
1069-11L-23	0850-01-10	正朔一	大中四年	大中三年
1069-11L-24	0850-01-11	正朔一	大中四年	大中三年
1069-11L-25	0850-01-12	正朔一	大中四年	大中三年
1069-11L-26	0850-01-13	正朔一	大中四年	大中三年
1069-11L-27	0850-01-14	正朔一	大中四年	大中三年
1069-11L-28	0850-01-15	正朔一	大中四年	大中三年
1069-11L-29	0850-01-16	正朔一	大中四年	大中三年
1069-12C-01	0850-01-17	正朔一	大中四年	大中三年
1069-12C-02	0850-01-18	正朔一	大中四年	大中三年
1069-12C-03	0850-01-19	正朔一	大中四年	大中三年
1069-12C-04	0850-01-20	正朔一	大中四年	大中三年
1069-12C-05	0850-01-21	正朔一	大中四年	大中三年
1069-12C-06	0850-01-22	正朔一	大中四年	大中三年
1069-12C-07	0850-01-23	正朔一	大中四年	大中三年
1069-12C-08	0850-01-24	正朔一	大中四年	大中三年
1069-12C-09	0850-01-25	正朔一	大中四年	大中三年
1069-12C-10	0850-01-26	正朔一	大中四年	大中三年
1069-12C-11	0850-01-27	正朔一	大中四年	大中三年
1069-12C-12	0850-01-28	正朔一	大中四年	大中三年
1069-12C-13	0850-01-29	正朔一	大中四年	大中三年
1069-12C-14	0850-01-30	正朔一	大中四年	大中三年
1069-12C-15	0850-01-31	正朔一	大中四年	大中三年
1069-12C-16	0850-02-01	正朔一	大中四年	大中三年
1069-12C-17	0850-02-02	正朔一	大中四年	大中三年
1069-12C-18	0850-02-03	正朔一	大中四年	大中三年
1069-12C-19	0850-02-04	正朔一	大中四年	大中三年
1069-12C-20	0850-02-05	正朔一	大中四年	大中三年
1069-12C-21	0850-02-06	正朔一	大中四年	大中三年
1069-12C-22	0850-02-07	正朔一	大中四年	大中三年
1069-12C-23	0850-02-08	正朔一	大中四年	大中三年
1069-12C-24	0850-02-09	正朔一	大中四年	大中三年
1069-12C-25	0850-02-10	正朔一	大中四年	大中三年
1069-12C-26	0850-02-11	正朔一	大中四年	大中三年
1069-12C-27	0850-02-12	正朔一	大中四年	大中三年
1069-12C-28	0850-02-13	正朔一	大中四年	大中三年
1069-12C-29	0850-02-14	正朔一	大中四年	大中三年
1069-12C-30	0850-02-15	正朔一	大中四年	大中三年
1070-11C-25	0851-01-01	正朔一	大中五年	大中四年
1070-11C-26	0851-01-02	正朔一	大中五年	大中四年
1070-11C-27	0851-01-03	正朔一	大中五年	大中四年
1070-11C-28	0851-01-04	正朔一	大中五年	大中四年
1070-11C-29	0851-01-05	正朔一	大中五年	大中四年
1070-12C-01	0851-01-06	正朔一	大中五年	大中四年
1070-12C-02	0851-01-07	正朔一	大中五年	大中四年
1070-12C-03	0851-01-08	正朔一	大中五年	大中四年
1070-12C-04	0851-01-09	正朔一	大中五年	大中四年
1070-12C-05	0851-01-10	正朔一	大中五年	大中四年
1070-12C-06	0851-01-11	正朔一	大中五年	大中四年
1070-12C-07	0851-01-12	正朔一	大中五年	大中四年
1070-12C-08	0851-01-13	正朔一	大中五年	大中四年
1070-12C-09	0851-01-14	正朔一	大中五年	大中四年
1070-12C-10	0851-01-15	正朔一	大中五年	大中四年
1070-12C-11	0851-01-16	正朔一	大中五年	大中四年
1070-12C-12	0851-01-17	正朔一	大中五年	大中四年
1070-12C-13	0851-01-18	正朔一	大中五年	大中四年
1070-12C-14	0851-01-19	正朔一	大中五年	大中四年
1070-12C-15	0851-01-20	正朔一	大中五年	大中四年
1070-12C-16	0851-01-21	正朔一	大中五年	大中四年
1070-12C-17	0851-01-22	正朔一	大中五年	大中四年
1070-12C-18	0851-01-23	正朔一	大中五年	大中四年
1070-12C-19	0851-01-24	正朔一	大中五年	大中四年
1070-12C-20	0851-01-25	正朔一	大中五年	大中四年
1070-12C-21	0851-01-26	正朔一	大中五年	大中四年
1070-12C-22	0851-01-27	正朔一	大中五年	大中四年
1070-12C-23	0851-01-28	正朔一	大中五年	大中四年
1070-12C-24	0851-01-29	正朔一	大中五年	大中四年
1070-12C-25	0851-01-30	正朔一	大中五年	大中四年
1070-12C-26	0851-01-31	正朔一	大中五年	大中四年
1070-12C-27	0851-02-01	正朔一	大中五年	大中四年
1070-12C-28	0851-02-02	正朔一	大中五年	大中四年
1070-12C-29	0851-02-03	正朔一	大中五年	大中四年
1070-12C-30	0851-02-04	正朔一	大中五年	大中四年
1071-12C-07	0852-01-01	正朔一	大中六年	大中五年
1071-12C-08	0852-01-02	正朔一	大中六年	大中五年
1071-12C-09	0852-01-03	正朔一	大中六年	大中五年
1071-12C-10	0852-01-04	正朔一	大中六年	大中五年
1071-12C-11	0852-01-05	正朔一	大中六年	大中五年
1071-12C-12	0852-01-06	正朔一	大中六年	大中五年
1071-12C-13	0852-01-07	正朔一	大中六年	大中五年
1071-12C-14	0852-01-08	正朔一	大中六年	大中五年
1071-12C-15	0852-01-09	正朔一	大中六年	大中五年
1071-12C-16	0852-01-10	正朔一	大中六年	大中五年
1071-12C-17	0852-01-11	正朔一	大中六年	大中五年
1071-12C-18	0852-01-12	正朔一	大中六年	大中五年
1071-12C-19	0852-01-13	正朔一	大中六年	大中五年
1071-12C-20	0852-01-14	正朔一	大中六年	大中五年
1071-12C-21	0852-01-15	正朔一	大中六年	大中五年
1071-12C-22	0852-01-16	正朔一	大中六年	大中五年
1071-12C-23	0852-01-17	正朔一	大中六年	大中五年
1071-12C-24	0852-01-18	正朔一	大中六年	大中五年
1071-12C-25	0852-01-19	正朔一	大中六年	大中五年
1071-12C-26	0852-01-20	正朔一	大中六年	大中五年
1071-12C-27	0852-01-21	正朔一	大中六年	大中五年
1071-12C-28	0852-01-22	正朔一	大中六年	大中五年
1071-12C-29	0852-01-23	正朔一	大中六年	大中五年
1071-12C-30	0852-01-24	正朔一	大中六年	大中五年
1072-11C-18	0853-01-01	正朔一	大中七年	大中六年
1072-11C-19	0853-01-02	正朔一	大中七年	大中六年
1072-11C-20	0853-01-03	正朔一	大中七年	大中六年
1072-11C-21	0853-01-04	正朔一	大中七年	大中六年
1072-11C-22	0853-01-05	正朔一	大中七年	大中六年
1072-11C-23	0853-01-06	正朔一	大中七年	大中六年
1072-11C-24	0853-01-07	正朔一	大中七年	大中六年
1072-11C-25	0853-01-08	正朔一	大中七年	大中六年
1072-11C-26	0853-01-09	正朔一	大中七年	大中六年
1072-11C-27	0853-01-10	正朔一	大中七年	大中六年
1072-11C-28	0853-01-11	正朔一	大中七年	大中六年
1072-11C-29	0853-01-12	正朔一	大中七年	大中六年
1072-12C-01	0853-01-13	正朔一	大中七年	大中六年
1072-12C-02	0853-01-14	正朔一	大中七年	大中六年
1072-12C-03	0853-01-15	正朔一	大中七年	大中六年
1072-12C-04	0853-01-16	正朔一	大中七年	大中六年
1072-12C-05	0853-01-17	正朔一	大中七年	大中六年
1072-12C-06	0853-01-18	正朔一	大中七年	大中六年
1072-12C-07	0853-01-19	正朔一	大中七年	大中六年
1072-12C-08	0853-01-20	正朔一	大中七年	大中六年
1072-12C-09	0853-01-21	正朔一	大中七年	大中六年
1072-12C-10	0853-01-22	正朔一	大中七年	大中六年
1072-12C-11	0853-01-23	正朔一	大中七年	大中六年
1072-12C-12	0853-01-24	正朔一	大中七年	大中六年
1072-12C-13	0853-01-25	正朔一	大中七年	大中六年
1072-12C-14	0853-01-26	正朔一	大中七年	大中六年
1072-12C-15	0853-01-27	正朔一	大中七年	大中六年
1072-12C-16	0853-01-28	正朔一	大中七年	大中六年
1072-12C-17	0853-01-29	正朔一	大中七年	大中六年
1072-12C-18	0853-01-30	正朔一	大中七年	大中六年
1072-12C-19	0853-01-31	正朔一	大中七年	大中六年
1072-12C-20	0853-02-01	正朔一	大中七年	大中六年
1072-12C-21	0853-02-02	正朔一	大中七年	大中六年
1072-12C-22	0853-02-03	正朔一	大中七年	大中六年
1072-12C-23	0853-02-04	正朔一	大中七年	大中六年
1072-12C-24	0853-02-05	正朔一	大中七年	大中六年
1072-12C-25	0853-02-06	正朔一	大中七年	大中六年
1072-12C-26	0853-02-07	正朔一	大中七年	大中六年
1072-12C-27	0853-02-08	正朔一	大中七年	大中六年
1072-12C-28	0853-02-09	正朔一	大中七年	大中六年
1072-12C-29	0853-02-10	正朔一	大中七年	大中六年
1072-12C-30	0853-02-11	正朔一	大中七年	大中六年
1073-11C-29	0854-01-01	正朔一	大中八年	大中七年
1073-11C-30	0854-01-02	正朔一	大中八年	大中七年
1073-12C-01	0854-01-03	正朔一	大中八年	大中七年
1073-12C-02	0854-01-04	正朔一	大中八年	大中七年
1073-12C-03	0854-01-05	正朔一	大中八年	大中七年
1073-12C-04	0854-01-06	正朔一	大中八年	大中七年
1073-12C-05	0854-01-07	正朔一	大中八年	大中七年
1073-12C-06	0854-01-08	正朔一	大中八年	大中七年
1073-12C-07	0854-01-09	正朔一	大中八年	大中七年
1073-12C-08	0854-01-10	正朔一	大中八年	大中七年
1073-12C-09	0854-01-11	正朔一	大中八年	大中七年
1073-12C-10	0854-01-12	正朔一	大中八年	大中七年
1073-12C-11	0854-01-13	正朔一	大中八年	大中七年
1073-12C-12	0854-01-14	正朔一	大中八年	大中七年
1073-12C-13	0854-01-15	正朔一	大中八年	大中七年
1073-12C-14	0854-01-16	正朔一	大中八年	大中七年
1073-12C-15	0854-01-17	正朔一	大中八年	大中七年
1073-12C-16	0854-01-18	正朔一	大中八年	大中七年
1073-12C-17	0854-01-19	正朔一	大中八年	大中七年
1073-12C-18	0854-01-20	正朔一	大中八年	大中七年
1073-12C-19	0854-01-21	正朔一	大中八年	大中七年
1073-12C-20	0854-01-22	正朔一	大中八年	大中七年
1073-12C-21	0854-01-23	正朔一	大中八年	大中七年
1073-12C-22	0854-01-24	正朔一	大中八年	大中七年
1073-12C-23	0854-01-25	正朔一	大中八年	大中七年
1073-12C-24	0854-01-26	正朔一	大中八年	大中七年
1073-12C-25	0854-01-27	正朔一	大中八年	大中七年
1073-12C-26	0854-01-28	正朔一	大中八年	大中七年
1073-12C-27	0854-01-29	正朔一	大中八年	大中七年
1073-12C-28	0854-01-30	正朔一	大中八年	大中七年
1073-12C-29	0854-01-31	正朔一	大中八年	大中七年
1074-12C-09	0855-01-01	正朔一	大中九年	大中八年
1074-12C-10	0855-01-02	正朔一	大中九年	大中八年
1074-12C-11	0855-01-03	正朔一	大中九年	大中八年
1074-12C-12	0855-01-04	正朔一	大中九年	大中八年
1074-12C-13	0855-01-05	正朔一	大中九年	大中八年
1074-12C-14	0855-01-06	正朔一	大中九年	大中八年
1074-12C-15	0855-01-07	正朔一	大中九年	大中八年
1074-12C-16	0855-01-08	正朔一	大中九年	大中八年
1074-12C-17	0855-01-09	正朔一	大中九年	大中八年
1074-12C-18	0855-01-10	正朔一	大中九年	大中八年
1074-12C-19	0855-01-11	正朔一	大中九年	大中八年
1074-12C-20	0855-01-12	正朔一	大中九年	大中八年
1074-12C-21	0855-01-13	正朔一	大中九年	大中八年
1074-12C-22	0855-01-14	正朔一	大中九年	大中八年
1074-12C-23	0855-01-15	正朔一	大中九年	大中八年
1074-12C-24	0855-01-16	正朔一	大中九年	大中八年
1074-12C-25	0855-01-17	正朔一	大中九年	大中八年
1074-12C-26	0855-01-18	正朔一	大中九年	大中八年
1074-12C-27	0855-01-19	正朔一	大中九年	大中八年
1074-12C-28	0855-01-20	正朔一	大中九年	大中八年
1074-12C-29	0855-01-21	正朔一	大中九年	大中八年
1075-11C-20	0856-01-01	正朔一	大中十年	大中九年
1075-11C-21	0856-01-02	正朔一	大中十年	大中九年
1075-11C-22	0856-01-03	正朔一	大中十年	大中九年
1075-11C-23	0856-01-04	正朔一	大中十年	大中九年
1075-11C-24	0856-01-05	正朔一	大中十年	大中九年
1075-11C-25	0856-01-06	正朔一	大中十年	大中九年
1075-11C-26	0856-01-07	正朔一	大中十年	大中九年
1075-11C-27	0856-01-08	正朔一	大中十年	大中九年
1075-11C-28	0856-01-09	正朔一	大中十年	大中九年
1075-11C-29	0856-01-10	正朔一	大中十年	大中九年
1075-11C-30	0856-01-11	正朔一	大中十年	大中九年
1075-12C-01	0856-01-12	正朔一	大中十年	大中九年
1075-12C-02	0856-01-13	正朔一	大中十年	大中九年
1075-12C-03	0856-01-14	正朔一	大中十年	大中九年
1075-12C-04	0856-01-15	正朔一	大中十年	大中九年
1075-12C-05	0856-01-16	正朔一	大中十年	大中九年
1075-12C-06	0856-01-17	正朔一	大中十年	大中九年
1075-12C-07	0856-01-18	正朔一	大中十年	大中九年
1075-12C-08	0856-01-19	正朔一	大中十年	大中九年
1075-12C-09	0856-01-20	正朔一	大中十年	大中九年
1075-12C-10	0856-01-21	正朔一	大中十年	大中九年
1075-12C-11	0856-01-22	正朔一	大中十年	大中九年
1075-12C-12	0856-01-23	正朔一	大中十年	大中九年
1075-12C-13	0856-01-24	正朔一	大中十年	大中九年
1075-12C-14	0856-01-25	正朔一	大中十年	大中九年
1075-12C-15	0856-01-26	正朔一	大中十年	大中九年
1075-12C-16	0856-01-27	正朔一	大中十年	大中九年
1075-12C-17	0856-01-28	正朔一	大中十年	大中九年
1075-12C-18	0856-01-29	正朔一	大中十年	大中九年
1075-12C-19	0856-01-30	正朔一	大中十年	大中九年
1075-12C-20	0856-01-31	正朔一	大中十年	大中九年
1075-12C-21	0856-02-01	正朔一	大中十年	大中九年
1075-12C-22	0856-02-02	正朔一	大中十年	大中九年
1075-12C-23	0856-02-03	正朔一	大中十年	大中九年
1075-12C-24	0856-02-04	正朔一	大中十年	大中九年
1075-12C-25	0856-02-05	正朔一	大中十年	大中九年
1075-12C-26	0856-02-06	正朔一	大中十年	大中九年
1075-12C-27	0856-02-07	正朔一	大中十年	大中九年
1075-12C-28	0856-02-08	正朔一	大中十年	大中九年
1075-12C-29	0856-02-09	正朔一	大中十年	大中九年
1076-12C-02	0857-01-01	正朔一	大中十一年	大中十年
1076-12C-03	0857-01-02	正朔一	大中十一年	大中十年
1076-12C-04	0857-01-03	正朔一	大中十一年	大中十年
1076-12C-05	0857-01-04	正朔一	大中十一年	大中十年
1076-12C-06	0857-01-05	正朔一	大中十一年	大中十年
1076-12C-07	0857-01-06	正朔一	大中十一年	大中十年
1076-12C-08	0857-01-07	正朔一	大中十一年	大中十年
1076-12C-09	0857-01-08	正朔一	大中十一年	大中十年
1076-12C-10	0857-01-09	正朔一	大中十一年	大中十年
1076-12C-11	0857-01-10	正朔一	大中十一年	大中十年
1076-12C-12	0857-01-11	正朔一	大中十一年	大中十年
1076-12C-13	0857-01-12	正朔一	大中十一年	大中十年
1076-12C-14	0857-01-13	正朔一	大中十一年	大中十年
1076-12C-15	0857-01-14	正朔一	大中十一年	大中十年
1076-12C-16	0857-01-15	正朔一	大中十一年	大中十年
1076-12C-17	0857-01-16	正朔一	大中十一年	大中十年
1076-12C-18	0857-01-17	正朔一	大中十一年	大中十年
1076-12C-19	0857-01-18	正朔一	大中十一年	大中十年
1076-12C-20	0857-01-19	正朔一	大中十一年	大中十年
1076-12C-21	0857-01-20	正朔一	大中十一年	大中十年
1076-12C-22	0857-01-21	正朔一	大中十一年	大中十年
1076-12C-23	0857-01-22	正朔一	大中十一年	大中十年
